Target_Code,Date,Close,DeltaX,PTR_Calc,Open,High,Low,Turnover,PTR,Main_Pct,Dare_Pct,Flow_5d,ASR,CYS34,LFS,D_Pos,X90,X70,Y_Overlap,Z_Profit,HCCYF13
300475,20260713,216.8,12.45,-1.17,244.9,253.65,216.8,12.75,19.98,-1.649,-0.101,-3.09,12.654,-15.497,38.596,36.69,24.33,11.88,48.82,14.05,69.64
300475,20260714,230.89,8.01,0.32,216.0,238.58,206.0,11.59,18.15,0.49,0.049,-0.03,34.677,-8.251,37.51,36.88,22.78,14.77,64.84,25.82,70.77
300475,20260715,221.2,8.25,-0.22,235.04,242.89,220.0,9.45,14.8,0.046,0.014,-0.42,31.933,-11.098,38.415,36.78,21.86,13.61,62.26,17.62,70.46
300475,20260716,206.0,6.61,-0.16,203.33,216.99,199.0,8.46,13.25,0.044,-0.043,-2.39,24.973,-15.552,39.798,36.52,21.6,14.99,69.38,11.94,69.67
300475,20260717,174.1,9.0,-0.27,201.39,203.5,173.5,9.79,15.33,-0.081,-0.109,-4.0,11.311,-26.506,39.735,36.11,25.91,16.91,65.26,2.01,69.78
300475,20260720,153.68,7.28,-0.0,180.99,183.0,147.09,10.33,16.18,-0.059,-0.08,1.41,7.036,-32.51,39.295,35.85,29.76,22.48,75.51,1.88,70.17
300475,20260721,176.98,8.53,0.56,160.0,177.65,140.1,11.97,18.75,0.639,0.094,1.57,21.615,-19.084,37.824,36.29,34.2,25.67,75.04,22.11,71.38
300475,20260722,166.6,9.4,-0.25,173.0,185.87,166.18,9.93,15.55,0.133,-0.008,1.93,28.585,-21.623,38.384,36.17,33.63,24.23,72.06,12.89,71.19
300475,20260723,163.02,9.01,-0.05,172.04,172.8,161.83,5.72,8.96,0.021,-0.035,2.19,30.61,-22.095,41.946,36.03,33.34,24.33,72.97,11.15,68.79
300475,20260724,161.59,8.54,0.02,160.01,166.8,157.47,5.88,9.21,0.227,-0.011,4.74,33.498,-21.389,44.435,36.17,32.18,23.64,73.46,11.79,66.86
300475,20260727,165.84,7.65,0.29,161.59,166.2,154.49,6.07,9.51,0.195,-0.002,7.34,40.179,-17.994,46.049,36.22,31.6,23.95,75.77,22.17,65.36
300475,20260728,147.27,7.65,-0.53,158.06,160.66,145.56,7.43,11.64,-0.097,-0.037,2.69,21.706,-25.389,45.895,35.75,32.16,24.51,76.22,3.3,64.95
300475,20260729,145.5,8.24,0.11,146.72,147.6,136.16,7.35,11.51,0.167,-0.042,2.91,25.14,-24.377,45.797,35.64,33.54,25.3,75.44,7.29,64.56
300475,20260730,140.83,9.19,0.01,145.03,147.59,134.28,8.26,12.94,0.093,0.016,3.58,24.52,-24.69,44.835,35.75,33.75,24.56,72.76,7.75,64.82
300475,20260731,145.79,10.53,0.16,158.0,160.77,145.79,10.04,15.74,0.117,0.027,2.73,38.674,-20.057,42.561,36.16,33.44,22.91,68.51,13.71,66.16
300475,20260803,134.03,11.98,-0.37,144.62,145.0,133.61,6.96,10.91,-0.111,-0.064,0.56,22.27,-24.873,43.708,35.84,33.31,21.33,64.04,0.46,65.32
300475,20260804,142.2,13.14,0.46,135.28,143.4,133.68,6.68,10.47,0.533,0.051,4.9,39.882,-18.687,44.749,36.17,32.67,19.53,59.76,17.11,64.45
300475,20260805,151.35,16.7,0.54,143.33,154.29,143.21,7.78,12.19,0.425,0.045,6.92,54.755,-12.02,44.446,36.43,32.35,15.65,48.38,36.67,64.43
300475,20260806,152.59,18.45,0.12,145.01,156.38,144.44,6.89,10.8,0.243,0.018,7.87,57.518,-10.181,45.024,36.49,32.02,13.57,42.38,41.05,63.85
300475,20260807,158.69,19.41,0.35,152.59,160.78,150.7,8.14,12.76,0.244,0.068,9.36,55.525,-5.729,44.233,36.8,31.35,11.94,38.08,54.09,64.18
300475,20260810,156.64,20.2,-0.11,159.5,161.0,151.8,5.99,9.39,-0.176,-0.008,9.03,60.7,-6.487,45.663,36.6,31.02,10.82,34.88,50.06,63.07
300475,20260811,158.0,20.31,0.1,154.0,161.8,153.3,6.53,10.23,0.56,-0.04,8.55,62.254,-5.099,46.136,37.03,29.98,9.67,32.25,53.58,62.49
300475,20260812,163.8,19.95,0.4,160.01,166.0,155.6,7.99,12.52,0.389,0.042,7.85,57.094,-1.322,45.017,37.63,28.92,8.97,31.01,68.8,62.98
300475,20260813,157.43,18.47,-0.62,167.8,169.29,157.0,8.58,13.45,-0.486,-0.075,2.74,69.277,-4.936,43.687,37.33,27.44,8.97,32.68,45.83,63.77
300475,20260814,161.03,18.03,0.37,161.5,163.18,157.6,5.75,9.01,0.065,0.015,1.61,67.168,-2.562,45.408,37.39,26.3,8.27,31.46,59.62,62.57
300475,20260817,171.966,16.95,0.57,161.52,171.99,161.52,7.94,12.44,0.996,0.074,8.26,53.711,3.969,44.517,38.04,25.12,8.17,32.53,81.39,63.01
300475,20260818,173.58,14.84,-0.05,172.99,177.82,169.55,7.86,12.31,-0.065,-0.014,4.84,54.056,4.402,43.978,38.1,23.48,8.64,36.78,79.62,63.31
